userName,verified,itemName,brand,category,price,reviewTime,rating,summary,vote_level,new_ser_dev,ML_ITEM_NAME,Positive Phrases,Negative Phrases
SR,TRUE,"Rachael Ray Nutrish Zero Grain Natural Dry Dog Food, Grain Free, Turkey &amp; Potato, 6 Lbs",Rachael Ray Nutrish,Pet_Supplies,10.98,1/1/18,5,Really like this product,1. Votes - 0,sr,N,TBC,TBC
Mandolihn,TRUE,Alumilite Water Clear 32 oz 2 Part Casting Resin Kit,Alumilite,Arts_Crafts_and_Sewing,50.45,1/1/18,5,Best I've Found Yet,1. Votes - 0,mandolihn,N,TBC,TBC
Lenora S. Murph,FALSE,"Naturally Fresh Multi-Cat Quick-Clumping Cat Litter, 14-lb",Naturally Fresh Litter,Pet_Supplies,11.99,1/1/18,5,Best Litter Ever!,1. Votes - 0,lenorasmurph,N,TBC,TBC
Christine Cheryl Mason,TRUE,"Gorilla Tough &amp; Clear Double Sided Mounting Tape, 1 Inch x 60 Inches, Clear",Gorilla,Office_Products,5.97,1/1/18,3,Did not stick to most of surfaces,1. Votes - 0,christinecherylmason,N,TBC,TBC
anything you wish to call me,TRUE,"Donut House Coffee Keurig 2.0 Carafe Pods, 8 Count",Donut House Collection,Grocery_and_Gourmet_Food,19.99,1/1/18,4,Four Stars,1. Votes - 0,anythingyouwishtocallme,N,TBC,TBC
Tigerpaw357,TRUE,"Steve's Paleogoods, PaleoKrunch Bar Dark Chocolate Espresso, 1.5 oz (Pack of 3)",Steve's PaleoGoods,Grocery_and_Gourmet_Food,8.95,1/1/18,5,Good to the last bite,1. Votes - 0,tigerpaw357,N,TBC,TBC
Alan Sailor,FALSE,Dingo Holiday-Themed Rawhide Chew for Dogs with Real Chicken,Dingo,Pet_Supplies,15.64,1/1/18,4,Cute Chews,1. Votes - 0,alansailor,N,TBC,TBC
jrc,TRUE,"Swingline Stapler, Optima 40, Compact Desktop Stapler, 40 Sheet Capacity, Low Force, Orange/Silver/Black (87842)",Swingline,Office_Products,11.59,1/1/18,5,"Reliable, soft enough touch, good size",1. Votes - 0,jrc,N,TBC,TBC
KimberlyL,TRUE,"Blue Buffalo Basics Limited Ingredient Diet, Natural Adult Dry Dog Food, Turkey &amp; Potato",Blue Buffalo,Pet_Supplies,32.99,1/1/18,5,Great food,1. Votes - 0,kimberlyl,N,TBC,TBC
Emilee,TRUE,"Apple Watch Screen Protector (42mm Series 3 / 2 / 1 Compatible) [2 Pack], Armorsuit MilitaryShield Max Coverage Screen Protector for Apple Watch 42 mm Series 3/2/1 - HD Clear Anti-Bubble",ArmorSuit,Cell_Phones_and_Accessories,7.85,1/1/18,3,With the cover on the watch it definitely looks great and you would never know,1. Votes - 0,emilee,N,TBC,TBC
AMichelle,FALSE,ThunderShirt Classic Dog Anxiety Jacket,Thundershirt,Pet_Supplies,35.4,1/1/18,1,Was hopeful but...,1. Votes - 0,amichelle,N,TBC,TBC
PetLover,TRUE,"Etta Says Liver Sprinkles 100-Percent All Natural Liver From American Farms, 3-Ounce, 85-Gram",Etta Says,Pet_Supplies,10.69,1/1/18,4,Four Stars,1. Votes - 0,petlover,N,TBC,TBC
Prokop,TRUE,SuperSlick Alto Horn (CG1),SuperSlick,Musical_Instruments,0.91,1/1/18,1,"Not greasy, chunky.",1. Votes - 0,prokop,N,TBC,TBC
A. Silverstone,FALSE,"Honest Tea Organic Fair Trade Pomegranate Blue Gluten Free, 16.9 Fl. Oz, 12 Pack",Honest Ade,Grocery_and_Gourmet_Food,13.98,1/1/18,5,"Delicious, only slightly-sweet, Tea",1. Votes - 0,asilverstone,N,TBC,TBC
MC,TRUE,Fluval Poly Foam Pad - 3-Pack,Fluval,Pet_Supplies,5.33,1/1/18,5,Killed all of my sons fish,2. Votes < 10,mc,N,TBC,TBC
Xeniba,TRUE,"ChomChom Roller Dog Hair, Cat Hair, Pet Hair Remover",ChomChom Roller,Pet_Supplies,24.95,1/1/18,5,Absolutely amazing,1. Votes - 0,xeniba,N,TBC,TBC
t_ochoa,TRUE,Outward Hound Invincibles Snake Stuffingless Plush Dog Toy,Outward Hound,Pet_Supplies,6.4,1/1/18,1,Nothing invincible about this,1. Votes - 0,t_ochoa,N,TBC,TBC
Amazon Customer,TRUE,Tetra EasyStrips Ammonia Aquarium Test Strips for Fresh/Salt Water,Tetra,Pet_Supplies,8.94,1/1/18,4,no problems so far,1. Votes - 0,amazoncustomer,N,TBC,TBC
Dapon,TRUE,Samsung Original OEM Adaptive Fast Charging (AFC) Wall Charger Adapter (White),Samsung,Cell_Phones_and_Accessories,6.02,1/1/18,5,Works Good,1. Votes - 0,dapon,N,TBC,TBC
Carolyne,TRUE,Outward Hound Invincibles Snake Stuffingless Plush Dog Toy,Outward Hound,Pet_Supplies,6.4,1/1/18,4,Four Stars,1. Votes - 0,carolyne,N,TBC,TBC
Mary McKercher,TRUE,Our Pets Premium North- American Grown Cosmic Catnip,Our Pets,Pet_Supplies,7.36,1/1/18,5,Five Stars,1. Votes - 0,marymckercher,N,TBC,TBC
Meijer Bjorn,FALSE,"Birch Benders Organic Classic Recipe Pancake and Waffle Mix, 16 Ounce - 6 per case.",Birch Benders,Grocery_and_Gourmet_Food,27.99,1/1/18,3,It is ok Pancake mix.. not our favorite!,1. Votes - 0,meijerbjorn,N,TBC,TBC
Suzi Barney,TRUE,"Good 'N' Fun Triple Flavor Twist Chews For Dogs, 22-Count",Good'n'Fun,Pet_Supplies,9.99,1/1/18,5,Good treats.,1. Votes - 0,suzibarney,N,TBC,TBC
Hedera Femme,TRUE,"Bestpresso Coffee for Nespresso OriginalLine Machine 120 pods Certified Genuine Espresso Variety Pack, Pods Compatible with Nespresso OriginalLine",Bestpresso,Grocery_and_Gourmet_Food,39.99,1/1/18,5,Forget Nestle--these are great!,2. Votes < 10,hederafemme,N,TBC,TBC
M.M.Komes,TRUE,Tetra EasyStrips 6-in-1 Aquarium Test Strips for Fresh/Salt Water,Tetra,Pet_Supplies,8.99,1/1/18,1,Brown nitrate pad,1. Votes - 0,mmkomes,N,TBC,TBC
Adam G. Lane,TRUE,Amara Unique Venezuelan Flavors. Hot Chocolate&quot;Gran Criollo&quot; Dark Chocolate Blend. Made with Certified Organic Cacao Powder 9oz,AMARA UNIQUE VENEZUELAN FLAVORS,Grocery_and_Gourmet_Food,11.99,1/1/18,4,A little salty for me personally and I feel like it might have been better with some vanilla flavor,1. Votes - 0,adamglane,N,TBC,TBC
Linda R.,TRUE,Combo 45/60-6 Replacement Deep Cut Standard Blades for Cutting Machines Compatible with Bridge Cricut Air Expression 2 Explore Maker Refine Craft Cutters,Bridge Cutters,Arts_Crafts_and_Sewing,14.49,1/1/18,5,Five Stars,1. Votes - 0,lindar,N,TBC,TBC
Liz M.,TRUE,Furminator deOdorizing Waterless Dog Spray,Furminator,Pet_Supplies,6.29,1/1/18,1,Grimy,1. Votes - 0,lizm,N,TBC,TBC
MSN,TRUE,"Best Choice Products 2-in-1 Pet Stroller and Trailer w/Hitch, Suspension, Safety Flag, and Reflectors - Red",BEST CHOICE PRODUCTS,Pet_Supplies,175.99,1/1/18,5,Roscoe loved his stroller.,2. Votes < 10,msn,N,TBC,TBC
Anna C. Wilson,TRUE,Woodlore Cedar Products Cedar Pet Toy Box,Woodlore,Pet_Supplies,19.21,1/1/18,5,It is very small but it's perfect for my pups toys,1. Votes - 0,annacwilson,N,TBC,TBC
Josh and Annie,TRUE,Hyper Pet Hyper Chewz Chew Toys for Dogs,Hyper Pet,Pet_Supplies,4.96,1/1/18,5,This is my 70 pound dogs absolute favorite toy AND the only toy (out of an unfathomable ...,1. Votes - 0,joshandannie,N,TBC,TBC
KL,TRUE,Fitwarm Cute Duck Dog Pajamas Dog Clothes Dog Jumpsuit Pet Cat Pjs,Fitwarm,Pet_Supplies,11.99,1/1/18,3,Thin material,1. Votes - 0,kl,N,TBC,TBC
Mia_Vox,TRUE,"D'Addario EJ21 Nickel Wound Electric Guitar Strings, Jazz Light, 12-52",D'Addario,Musical_Instruments,4.99,1/1/18,5,Great 3pk price,1. Votes - 0,mia_vox,N,TBC,TBC
none,TRUE,"Blue Buffalo Wilderness High Protein Grain Free, Natural Adult Wet Dog Food Duck &amp; Chicken Grill",BLUE Wilderness,Pet_Supplies,28.99,1/1/18,4,Four Stars,1. Votes - 0,none,N,TBC,TBC
Jarbells,FALSE,"Oregon Chai Caffeine Free Chai Tea Latte Concentrate 32-Ounce Boxes (Pack of 6), Liquid Chai Tea Concentrate, Decaffeinated Spiced Black Tea For Home Use, Caf&eacute;, Food Service",Oregon Chai,Grocery_and_Gourmet_Food,24.3,1/1/18,1,Sugar milk,1. Votes - 0,jarbells,N,TBC,TBC
U2,TRUE,Electro Harmonix Micro POG Polyphonic Octave Generator Guitar Effects Pedal,Electro-Harmonix,Musical_Instruments,55.09,1/1/18,5,POG Heaven,1. Votes - 0,u2,N,TBC,TBC
Michelle Garcia,TRUE,"Galaxy S6 Case, SUPCASE Full-Body Rugged Holster Case with Built-in Screen Protector for Samsung Galaxy S6, Unicorn Beetle PRO Series - Retail Package (Black/Black)",SUPCASE,Cell_Phones_and_Accessories,18.99,1/1/18,4,Nice,1. Votes - 0,michellegarcia,N,TBC,TBC
Jimbo,TRUE,"AmazonBasics Permanent Markers, Black, 12-Pack",AmazonBasics,Office_Products,5.49,1/1/18,5,Five Stars,1. Votes - 0,jimbo,N,TBC,TBC
Sby,TRUE,"Mrs. Meyer's Clean Day Dish Soap, Lemon Verbena, 16 fl oz",Mrs. Meyer's Clean Day,Prime_Pantry,3.69,1/1/18,5,Five Stars,1. Votes - 0,sby,N,TBC,TBC
21days,TRUE,"Jim Dunlop 6554 Dunlop Ultimate Lemon Oil, 4 oz.",JIM DUNLOP,Musical_Instruments,0.91,1/1/18,5,Very good product. Seems to be longer lasting than other ...,1. Votes - 0,21days,N,TBC,TBC
sfk,TRUE,"SunGrow Mineral Rocks - Provide Magnesium that enhances Shrimp's Color - Calcium helps molting - Absorb Toxic Chemical in Water - For Shrimps, Crayfish &amp; Snails",SunGrow,Pet_Supplies,15.75,1/1/18,1,My shrimps don't seem to be interested in these stones ...,1. Votes - 0,sfk,N,TBC,TBC
L.L,TRUE,"PetSafe Drinkwell Replacement Carbon Filters, Dog and Cat Ceramic and 2 Gallon Water Fountain Filters",PetSafe,Pet_Supplies,4.75,1/1/18,5,Five Stars,1. Votes - 0,ll,N,TBC,TBC
KimberlyL,TRUE,"Blue Buffalo Basics Limited Ingredient Diet, Natural Adult Healthy Weight Dry Dog Food, Turkey &amp; Potato",Blue Buffalo,Pet_Supplies,54.99,1/1/18,5,Great food,1. Votes - 0,kimberlyl,N,TBC,TBC
Christine Cheryl Mason,TRUE,"Nexus 6 Case, Google Nexus 6 Wallet Case, Style4U Premium PU Leather Stand View Wallet Flip Case with ID Credit Card / Cash Slots for Google Nexus 6 + 1 Stylus and 1 Screen Protector [Black]",Style4U,Cell_Phones_and_Accessories,9.99,1/1/18,5,Nice and holds everything I need,1. Votes - 0,christinecherylmason,N,TBC,TBC
cici,TRUE,"FURminator deShedding Tool for Dogs - Short, Medium or Long Hair",Furminator,Pet_Supplies,17.99,1/1/18,5,Really helped,1. Votes - 0,cici,N,TBC,TBC
Ursus_Uken,TRUE,"Dunlop 9023P Shell Plastic Thumbpicks, Large, 4/Player's Pack",JIM DUNLOP,Musical_Instruments,5.15,1/1/18,5,"To make a good fit, emerse in warm water (hot tub warm)1 ...",1. Votes - 0,ursus_uken,N,TBC,TBC
Sweens,FALSE,KONG Scrunch Knots Squirrel Dog Toy,KONG,Pet_Supplies,22.5,1/1/18,2,Better options out there for sure,1. Votes - 0,sweens,N,TBC,TBC
Verena Owens,TRUE,Everyday Essentials Premium Colored Pencils - Set of 72 Individual Colors with Roll up Pouch Canvas Pen Bag (72-Color),Everyday Essentials,Office_Products,18.95,1/1/18,4,Good,1. Votes - 0,verenaowens,N,TBC,TBC
CH,TRUE,LoveS 16-pack Square Round Oval Soap Molds - Food-grade Silicone Handmade Mold/Baking Mold,HEHALI,Arts_Crafts_and_Sewing,10.99,1/1/18,5,Worked great!,2. Votes < 10,ch,N,TBC,TBC
TDL,TRUE,"Gator Cases Hard-Shell Wood Case for Electric Bass Guitars; Fits Fender Precision/Jazz Bass, &amp; More (GWE-BASS)",Gator,Musical_Instruments,8.65,1/1/18,4,Perfect Case for an Epiphone Les Paul,1. Votes - 0,tdl,N,TBC,TBC
Jordan Rouse,TRUE,"Snark SN-5 Tuner for Guitar, Bass and Violin (Black)",Snark,Musical_Instruments,12.2,1/1/18,4,Good buy,1. Votes - 0,jordanrouse,N,TBC,TBC
patrick,TRUE,Sentry Capguard (nitenpyram) Oral Flea Control Medication,SENTRY Pet Care,Pet_Supplies,28.79,1/1/18,4,Four Stars,1. Votes - 0,patrick,N,TBC,TBC
Norma R.,TRUE,Safari Pet Products CSFW6128 Shed Magic Deshedder for Cats,Safari Pet Products,Pet_Supplies,14.5,1/1/18,4,Four Stars,1. Votes - 0,normar,N,TBC,TBC
Mom to 12,TRUE,"Purina Beyond Natural, Adult Wet Cat Food - (12) 3 oz. Cans",Purina Beyond,Pet_Supplies,13.99,1/1/18,3,Good food but the cats did not ravish it!,1. Votes - 0,momto12,N,TBC,TBC
Edward G. Morris,TRUE,Behringer Ultra Vibrato UV300 Classic Vibrato Instrument Effects Pedal,Behringer,Musical_Instruments,7.99,1/1/18,5,Very cool effect with my Yamaha Electric Violin.,1. Votes - 0,edwardgmorris,N,TBC,TBC
Dan C,TRUE,Fluval Mini Pressurized 20g-CO2 Kit - 0.7 ounces,Fluval,Pet_Supplies,24.99,1/1/18,5,Works great for 10gal planted tank,1. Votes - 0,danc,N,TBC,TBC
Amanda M.,TRUE,Smartbones Peanut Butter,SmartBones,Pet_Supplies,6.49,1/1/18,5,more like a treat,1. Votes - 0,amandam,N,TBC,TBC
Lydia Johnson,TRUE,Chinook Seedery | Premium Sunflower Seeds | non-GMO | Variety Pack | 1.5 Ounce (Pack of 18),Chinook Seedery,Grocery_and_Gourmet_Food,29.95,1/1/18,3,Three Stars,1. Votes - 0,lydiajohnson,N,TBC,TBC
Diane P.,TRUE,LG Extravert 2 VN280 (Verizon) - Blue,LG,Cell_Phones_and_Accessories,40.08,1/1/18,1,This phone didn't work,1. Votes - 0,dianep,N,TBC,TBC
randi,TRUE,JJ Electronics Amplifier Tube (T-12AT7-JJ),JJ Electronic,Musical_Instruments,11.95,1/1/18,5,Five Stars,1. Votes - 0,randi,N,TBC,TBC
Jenny,TRUE,Rubie's Star Wars Classic Jedi Pet Robe,Rubie's,Pet_Supplies,14.67,1/1/18,2,Runs very small,1. Votes - 0,jenny,N,TBC,TBC
21days,TRUE,"Dunlop 210 Tempered Glass Slide, Medium Wall Thickness, Medium",JIM DUNLOP,Musical_Instruments,0.91,1/1/18,5,"Best value for the money, very light.",1. Votes - 0,21days,N,TBC,TBC
Karoline Carlson,TRUE,Band Strap Bracelet for Samsung Gear S (Basic Blue Factory Packaging),Gear,Cell_Phones_and_Accessories,52,1/1/18,4,Band Strap Review,1. Votes - 0,karolinecarlson,N,TBC,TBC
Jan,TRUE,"Patty Both 10 Ultra Clear White Glass for Crafting Pendants, Necklaces Jewelry (Round)",Patty Both,Arts_Crafts_and_Sewing,4.99,1/1/18,5,Five Stars,1. Votes - 0,jan,N,TBC,TBC
n.s.,TRUE,Planet Waves PW-CT-12 D'Addario NS Micro Clip-On Tuner,D'Addario Accessories,Musical_Instruments,11.95,1/1/18,5,love how small they are,1. Votes - 0,ns,N,TBC,TBC
HATLEY BAND COM,TRUE,Boss FV-500Hl Foot Volume Pedal - High Impedance,BOSS,Musical_Instruments,26.24,1/1/18,5,100% happy,1. Votes - 0,hatleybandcom,N,TBC,TBC
Lily S,TRUE,Ewparts 5 in 1 for Samsung Galaxy Note 4 N910 N910a N910t Camera Lens Repair Replacement Part with Screw Driver (white),Ewparts,Cell_Phones_and_Accessories,5.99,1/1/18,5,but we ordered this and watched the YouTube video and viola good as new,1. Votes - 0,lilys,N,TBC,TBC
Mauiballet,TRUE,Petmate Replendish Gravity Waterer w/Microban,Petmate,Pet_Supplies,15.95,1/1/18,5,GET THIs!,1. Votes - 0,mauiballet,N,TBC,TBC
Rambo,TRUE,"CozYours 6 inch 100% NATURAL COTTON CORE CANDLE WICKS WITH TABS FOR CANDLE MAKING,100 PCS,LOW SMOKE,for making votive,container(jars,tins)and pillar candles (candle wicks for candle making)+ 2 E-BOOKS",Cozyours,Arts_Crafts_and_Sewing,5.95,1/1/18,5,Five Stars,1. Votes - 0,rambo,N,TBC,TBC
Donna LS,TRUE,Willow Branch Ball for Small Animals,Ware Manufacturing,Pet_Supplies,2.96,1/1/18,5,Good product for bunnies.,1. Votes - 0,donnals,N,TBC,TBC
Cheryl,TRUE,"Progresso Vegetable Classics Garden Vegetable Soup, 18.5 oz",Progresso,Prime_Pantry,1.69,1/1/18,5,Five Stars,1. Votes - 0,cheryl,N,TBC,TBC
AMichelle,TRUE,Glandex Anal Gland Beef &amp; Liver Powder Supplement for Dogs and Cats,Glandex,Pet_Supplies,16.19,1/1/18,1,Didn't Help,1. Votes - 0,amichelle,N,TBC,TBC
Amazon Customer,TRUE,Hill's Ideal Balance Natural Cat Food,Hill's Ideal Balance,Pet_Supplies,30.96,1/1/18,3,so I know the inside cat does not like large chunks in her food and this one does ...,1. Votes - 0,amazoncustomer,N,TBC,TBC
E. Anderson,TRUE,Virbac Epi-Otic Advanced Ear Cleaner,Virbac,Pet_Supplies,12.13,1/1/18,5,Five Stars,1. Votes - 0,eanderson,N,TBC,TBC
Mary McKercher,TRUE,"KONG Wubba Ballistic Friends, Small Dog Toy, Assorted",KONG,Pet_Supplies,15.7,1/1/18,5,Five Stars,1. Votes - 0,marymckercher,N,TBC,TBC
Nancy F,TRUE,"Purina Beyond Grain Free Natural, Adult Wet Cat Food",Purina Beyond,Pet_Supplies,12.86,1/1/18,5,no more vomit,2. Votes < 10,nancyf,N,TBC,TBC
michelle,TRUE,"PetSafe Drinkwell Multi-Tier Dog and Cat Water Fountain, Automatic Drinking Fountain for Pets, 100 oz. Water Capacity - PWW00-13708",PetSafe,Pet_Supplies,29.95,1/1/18,5,Love the two tiers,1. Votes - 0,michelle,N,TBC,TBC
D.,TRUE,"StarKist Selects Solid Yellowfin Tuna Fillet in Extra Virgin Olive Oil, 4.5 Ounce Cans (Pack of 12)",StarKist,Grocery_and_Gourmet_Food,39.08,1/1/18,3,Chunk rather than Solid,2. Votes < 10,d,N,TBC,TBC
KentuckyRob,TRUE,Rhythm Tech Acoustic Guitar Body (RT DKP),Rhythm Tech,Musical_Instruments,49.99,1/1/18,4,worked,1. Votes - 0,kentuckyrob,N,TBC,TBC
3inbowie,TRUE,"Etta Says Liver Sprinkles 100-Percent All Natural Liver From American Farms, 3-Ounce, 85-Gram",Etta Says,Pet_Supplies,10.69,1/1/18,3,Three Stars,1. Votes - 0,3inbowie,N,TBC,TBC
Regina Jeffers,FALSE,24 Alcohol Markers Professional Art Set - Double Ended Blendable Alcohol Based Ink Colors with Fine and Chisel Tip. Perfect for Artists Beginners Adults and Kids &ndash; Marker Set + Bonus Carrying Case,Colorona,Arts_Crafts_and_Sewing,29.99,1/1/18,5,Blends well,2. Votes < 10,reginajeffers,N,TBC,TBC
Dr. Bobby,TRUE,"Perrier Lime Flavored Carbonated Mineral Water, 16.9 fl oz. Plastic Bottles (24 Count)",Perrier,Grocery_and_Gourmet_Food,28,1/1/18,5,"Great size for a great beverage,",1. Votes - 0,drbobby,N,TBC,TBC
Christen,TRUE,"K&amp;H Pet Products Crate Pad for Pets - Self-Warming, Odor Control or Memory Foam",K&H Pet Products,Pet_Supplies,28.77,1/1/18,4,My dog seems to like it and it seems durable but it just slips ...,1. Votes - 0,christen,N,TBC,TBC
Madeline Taylor,TRUE,Smartbones Chicken S 1Pk,SmartBones,Pet_Supplies,13.99,1/1/18,5,"My dog LOVES these, and hes usually very picky ...",1. Votes - 0,madelinetaylor,N,TBC,TBC
Mom to 12,TRUE,Halo Holistic Grain Free Natural Wet Cat Food For Adult Cats Lamb,"Halo, Purely For Pets",Pet_Supplies,20.5,1/1/18,1,Will not buy again,1. Votes - 0,momto12,N,TBC,TBC
kb,TRUE,"Perrier Lime Flavored Carbonated Mineral Water, 16.9 fl oz. Plastic Bottles (24 Count)",Perrier,Grocery_and_Gourmet_Food,28,1/1/18,4,Four Stars,1. Votes - 0,kb,N,TBC,TBC
Amazon Customer,TRUE,"Purina Beyond Simply 9 Natural Limited Ingredient, Adult Dry Dog Food",Purina Beyond,Pet_Supplies,26.9,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Amazon Customer,TRUE,WAHL Professional Animal Ultimate Blade,Wahl Professional Animal,Pet_Supplies,25.99,1/1/18,1,#30 blade is defected unfortunately,2. Votes < 10,amazoncustomer,N,TBC,TBC
*e*C*,TRUE,Wahl Dog/Puppy Shampoo,Wahl,Pet_Supplies,16.19,1/1/18,3,soft hair,1. Votes - 0,*e*c*,N,TBC,TBC
Eleanor Oppriecht,TRUE,K9 Granola Factory Coconut Crunchers Dog Treat,K9 Granola Factory,Pet_Supplies,12.32,1/1/18,3,Three Stars,1. Votes - 0,eleanoroppriecht,N,TBC,TBC
RebD,TRUE,"VetriScience Laboratories Perio Plus, Dental Health Support, 60 Bite-Sized Chews",VetriScience Laboratories,Pet_Supplies,5.3,1/1/18,1,I thought this would be an even better solution for teeth cleaning,1. Votes - 0,rebd,N,TBC,TBC
Adira,TRUE,Chicory Herbal Tea - Chocolate 10/2.12 Ounce (60 g) Bag(S),Teeccino,Grocery_and_Gourmet_Food,7.71,1/1/18,5,Trying to cut caffeine & this is a perfect replacement because it tastes so similar to coffee,1. Votes - 0,adira,N,TBC,TBC
Keyser Mejia,TRUE,Mapex Double Brace Round top Drum Throne,Mapex,Musical_Instruments,46,1/1/18,5,Sturdy and Comfortable,1. Votes - 0,keysermejia,N,TBC,TBC
Ron G. Quillen,TRUE,Fishman Loudbox Mini 60W Acoustic Instrument Amplifier,Fishman,Musical_Instruments,62.99,1/1/18,5,DON'T BUY THE AMP WITHOUT THIS COVER TO PROTECT IT,1. Votes - 0,rongquillen,N,TBC,TBC
Tim B.,TRUE,Samson SM10 Rackmount Stereo Line Mixer,Samson Technologies,Musical_Instruments,34.99,1/1/18,4,Very organized layout and easy access to everything,1. Votes - 0,timb,N,TBC,TBC
Ahmed Z. Shraim,TRUE,Dunlop NC65  Formula 65 Neck Cradle Maintenance Station,JIM DUNLOP,Musical_Instruments,23.99,1/1/18,5,I was very pleased to how well this cradle is built,1. Votes - 0,ahmedzshraim,N,TBC,TBC
Family Frigg,TRUE,"THE SNUGGLY DOG Easy Wear Dog Towel. Luxuriously Soft, Fast Drying 400gsm Microfiber. Soft Belt included for a Warm Plush Dog Robe.",THE SNUGGLY DOG,Pet_Supplies,31.47,1/1/18,5,Adorable.,1. Votes - 0,familyfrigg,N,TBC,TBC
akaPugMom,TRUE,Oracal 631 Matte Vinyl - 24 Pack of Top Colors - 12&quot; x 12&quot; Sheets,ORACAL,Arts_Crafts_and_Sewing,18.71,1/1/18,5,Perfect color sampling,2. Votes < 10,akapugmom,N,TBC,TBC
lam,FALSE,PetFusion Jumbo Cat Scratcher Lounge,PetFusion,Pet_Supplies,68.35,1/1/18,5,Make your Cat's Day!,1. Votes - 0,lam,N,TBC,TBC
Amazon Customer,TRUE,"KONG Wild Knots Bear Dog Toy, Colors Vary",KONG,Pet_Supplies,16.98,1/1/18,2,... it in less than 5 minutes the other dogs enjoy playing with what was left,1. Votes - 0,amazoncustomer,N,TBC,TBC
awsome,TRUE,"Lycamobile Triple Punch Standard, Micro and Nano All in One SIM Card",Lycamobile,Cell_Phones_and_Accessories,1.49,1/1/18,1,One Star,1. Votes - 0,awsome,N,TBC,TBC
Sby,FALSE,Nylabone Dura Chew Combo Packs,Nylabone,Pet_Supplies,6.6,1/1/18,5,Five Stars,1. Votes - 0,sby,N,TBC,TBC
Amazon Customer,TRUE,Omega One Cichlid Pellets - Small Floating 6.5oz.,Omega One,Pet_Supplies,8.49,1/1/18,2,my fish don't like these.,1. Votes - 0,amazoncustomer,N,TBC,TBC
Ann-Marie Pope,TRUE,Spigen Neo Hybrid Galaxy S6 Edge Case with Flexible Inner Protection and Reinforced Hard Bumper Frame for Galaxy S6 Edge 2015 - Gunmetal,Spigen,Cell_Phones_and_Accessories,16.65,1/1/18,1,Dont waste your money,1. Votes - 0,ann-mariepope,N,TBC,TBC
Amazon Customer,TRUE,"Earth Rated 225-Count Extra-Large Dog Waste Bags, Poop Bags for Large Dog Breeds and Cat Litter",Earth Rated,Pet_Supplies,11.99,1/1/18,5,I like the noticeable lavender smell and the product is heavy ...,1. Votes - 0,amazoncustomer,N,TBC,TBC
Jacob,TRUE,"Wild Planet Wild Sardines in Extra Virgin Olive Oil, Lightly Smoked &ndash; 4.4oz Can (Pack of 12)",Wild Planet,Grocery_and_Gourmet_Food,29.85,1/1/18,2,"UGLY WILD SARDINES, not my choice.",1. Votes - 0,jacob,N,TBC,TBC
KentuckyRob,TRUE,Zildjian Brilliant Finish Cymbal Polish,Avedis Zildjian Company,Musical_Instruments,13.3,1/1/18,3,Hard work,1. Votes - 0,kentuckyrob,N,TBC,TBC
Amazon Customer,TRUE,"KONG Wild Knots Bear Dog Toy, Colors Vary",KONG,Pet_Supplies,16.98,1/1/18,5,They are the most durable dog toys that I have ever purchased and my dogs love them.,1. Votes - 0,amazoncustomer,N,TBC,TBC
DB,TRUE,"Soylent Meal Replacement Drink, Original, 14 oz Bottles, 12 Pack (Packaging May Vary)",Soylent,Grocery_and_Gourmet_Food,29.25,1/1/18,3,Better than corn dogs but please give us one organic pesticide free line,1. Votes - 0,db,N,TBC,TBC
Jill,TRUE,Kitty City Steel Claw Starter Kit Cat Furniture,Kitty City,Pet_Supplies,42.98,1/1/18,5,Durable and easy to build,1. Votes - 0,jill,N,TBC,TBC
21days,TRUE,"Dunlop 285 Preachin Pipe, Large",JIM DUNLOP,Musical_Instruments,0.91,1/1/18,5,Best guitar slide both in shape and materials.,1. Votes - 0,21days,N,TBC,TBC
Mia_Vox,TRUE,"D'Addario EXL150H Nickel Wound Electric Guitar Strings, High-Strung/Nashville Tuning, 10-26",D'Addario,Musical_Instruments,2.99,1/1/18,5,Great 3pk price,1. Votes - 0,mia_vox,N,TBC,TBC
Amazon Customer,TRUE,KONG Cross Knots,KONG,Pet_Supplies,26.11,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Hayes,TRUE,"Spellbinders S5-161 Nestabilities Radiant Rectangles Etched/Wafer Thin Dies,",Spellbinders,Arts_Crafts_and_Sewing,14,1/1/18,5,Five Stars,1. Votes - 0,hayes,N,TBC,TBC
Lauren M,TRUE,K9 Care Labs Chewable Hip &amp; Joint Supplement For Dogs With 120 Extra Strength Bacon Flavored Tablets 500mg Glucosamine 400mg Chondroitin 166mg Vitamin C - Specially Formulated For Dogs - Made In USA,K9 Care Labs,Pet_Supplies,35,1/1/18,4,Good combo but not tasty,1. Votes - 0,laurenm,N,TBC,TBC
HK,TRUE,AmazonBasics Pet Training and Puppy Pads,AmazonBasics,Pet_Supplies,11.41,1/1/18,4,Great for potty training pups!,1. Votes - 0,hk,N,TBC,TBC
a p s,TRUE,"ULAK Note 4 Case, Galaxy Note 4 Case, Shock Resistance Anti Slip Note 4 Case Hybrid with Soft Flexible Inner Silicone Skin Protective Case Hard Cover(Rose Gold)",ULAK,Cell_Phones_and_Accessories,8.49,1/1/18,5,Not bulky..slides into my pocket,1. Votes - 0,aps,N,TBC,TBC
